id,franchise_id,instagram_url,facebook_url,twitter_url,linkedin_url,created_at,updated_at
1f5263e0-2d31-40f0-8481-7a4a515fdd11,fbb1242f-32be-4c01-b085-b98486a13802,https://www.instagram.com/_creamoholiccafe_gandhinagar,https://www.facebook.com/CreamoholicGandhinagar/,,,2026-01-10 12:02:56,2026-01-10 12:02:56
e62b280a-cb92-4375-a5ba-4b1673eb8724,bb624860-ff6d-416a-bd40-2458aeefed6c,https://www.instagram.com/thebrewtribe,https://www.facebook.com/thebrewtribe,,,2026-01-10 12:02:56,2026-01-10 12:02:56
8e852b5c-506d-4d44-ae94-b5dccaaad1b1,d93c950c-ab6f-4a07-b92b-33b89adc419b,https://www.instagram.com/simba.toysindia/,https://www.facebook.com/simbaindia,,https://www.linkedin.com/company/simba-toys-india/,2026-01-10 12:02:56,2026-01-10 12:02:56
a9c47976-8e05-4fa6-8566-b6446c961b53,12c8ab8c-e4fd-4910-8bce-ef630b9e6491,https://www.instagram.com/justdogsindia,https://www.facebook.com/justdogsindia,,,2026-01-10 12:02:56,2026-01-10 12:02:56
cf1ee17d-0232-46a7-b263-116aa0ece40d,64afff51-8b14-4193-a750-6c03763a23b4,https://www.instagram.com/homelane_india/,https://www.facebook.com/homelaneinteriors,,https://www.linkedin.com/company/homelane/,2026-01-10 12:02:56,2026-01-10 12:02:56
1fd546b8-2996-4df4-96ec-682d532b63c2,3431dd32-d63e-4fce-8a7b-488a02dadf73,https://www.instagram.com/medkartpharmacy/,https://www.facebook.com/medkartpharmacy/,,https://in.linkedin.com/company/medkart-pharmacy,2026-01-10 12:02:56,2026-01-10 12:02:56
4b856069-5b2d-4fb5-a4f0-78d1c7892651,c6444da3-7bf0-44e7-a219-85d4e84bded4,https://www.instagram.com/bluestoneindia/,https://www.facebook.com/bluestonejewels,https://twitter.com/bluestone_com,https://in.linkedin.com/company/bluestone-jewellery,2026-01-10 12:02:56,2026-01-10 12:02:56
6adad0e1-0262-4f34-b0b5-50cc4b5dc132,b702b30c-ea16-4a5b-8d78-13f8c41c51d3,https://www.instagram.com/livspace.in/,https://www.facebook.com/livspace,https://x.com/livspace,https://in.linkedin.com/company/livspace,2026-01-10 12:02:56,2026-01-10 12:02:56
698d878b-ae36-41f0-b773-13c0b07cdac8,7d07fbd9-d1a5-4820-8ff8-c1120ea6ff06,https://www.instagram.com/duckback_india_ltd/,https://www.facebook.com/p/Duckback-100076418766164/,,https://in.linkedin.com/company/duckback-india-limited,2026-01-10 12:02:56,2026-01-10 12:02:56
9e4c256c-ef19-46b7-9fcb-edc7baa52479,0b66ede6-6a9d-4dc1-a71e-d4ac5db22f6f,https://www.instagram.com/bestforindia/,https://www.facebook.com/BestForIN/,https://twitter.com/BestForIN,https://www.linkedin.com/company/best-for-in?originalSubdomain=in,2026-01-10 12:02:56,2026-01-10 12:02:56
0d92d156-13b5-4909-8d64-d9408774ff6d,606a879b-da69-4f28-bb62-7d6928c5bfda,https://www.instagram.com/paragon_footwear,https://www.facebook.com/ParagonShoes,,https://www.linkedin.com/company/paragon-footwear,2026-01-10 12:02:56,2026-01-10 12:02:56
7544fe71-9037-499d-bd81-a68ce8d6a266,51de79ee-7094-4b9e-8fd8-36c14770b17d,https://www.instagram.com/wurfel.in,https://www.facebook.com/WurfelKitchen,,https://www.linkedin.com/company/wurfel/,2026-01-10 12:02:56,2026-01-10 12:02:56
812b7bfb-aa72-4fcf-ab07-8cf91f24a035,1fac6fce-3ca3-41c6-a470-541370486496,https://www.instagram.com/kiranakingofficial/,https://www.facebook.com/share/1GtVuygbuT/,https://x.com/Kiranaking,https://www.linkedin.com/company/kirana-king/,2026-01-10 12:02:56,2026-01-10 12:02:56
2f0e2414-427f-4ecf-b571-c068f1642584,7ead3192-9970-4ca4-9492-1e653cba5c40,https://www.instagram.com/polimeraas/,https://www.facebook.com/Polimeraas/,,https://www.linkedin.com/company/polimeraas/,2026-01-10 12:02:56,2026-01-10 12:02:56
709f1a57-5aa7-441c-98a6-e8a6b0734558,b369aafb-788d-48c2-a292-1227e246c5e2,https://www.instagram.com/ekirana_store/,https://www.facebook.com/ekiranastorezirakpur/,,https://www.linkedin.com/in/ekirana-store-68a3a21b3/,2026-01-10 12:02:56,2026-01-10 12:02:56
c55e13ef-f0c4-4567-ac2c-79b321cbb7b5,4aafb50c-8cb6-4610-9232-89902077d0a3,,https://www.facebook.com/solomonsoftware/about/,,https://www.linkedin.com/company/solomon-software/?originalSubdomain=in,2026-01-10 12:02:56,2026-01-10 12:02:56
9c9f546c-0c0e-4165-92ce-162469894f0a,30a2d954-c1e6-4ca8-8b82-c27241094307,,https://www.facebook.com/delbertoindia91/,,https://www.linkedin.com/company/delbertoclub/?originalSubdomain=in,2026-01-10 12:02:56,2026-01-10 12:02:56
30384cf7-bb7d-42e3-bd45-0592f5e48a92,490c8da9-056b-42c8-953b-790ae0d96980,https://www.instagram.com/ekirana_store/,https://www.facebook.com/ekiranastorezirakpur/,,https://www.linkedin.com/company/ezeesteps-online-retail,2026-01-10 12:02:56,2026-01-10 12:02:56
f634c563-a317-4394-a823-0ad59ea345a0,e75e0dd4-68dc-4253-ba10-c66dbc68af66,,https://www.facebook.com/pay2cartofficial/,,https://www.linkedin.com/company/pay2cart-private-limited/,2026-01-10 12:02:56,2026-01-10 12:02:56
eff12e73-a726-494b-abcf-dfb34701dc68,3ab4cfd1-65bf-4466-b000-fa986136cf8a,https://www.instagram.com/ajanta_footcare/?hl=en,https://www.facebook.com/AjantaFootcare/,,https://www.linkedin.com/company/ajanta/,2026-01-10 12:02:56,2026-01-10 12:02:56
c0b8b280-2602-48b9-a209-1363b1202cbd,52e386d0-16ce-48fa-91c9-75e6dc633959,,,,https://www.linkedin.com/company/inbsys/,2026-01-10 12:02:56,2026-01-10 12:02:56
