"id","franchise_id","rating","rating_count","follow_count","likes_count","view_count","save_count","share_count","enquiry_count","news_count","created_at","updated_at"
"8d33dcd1-1274-4c40-a646-92d8b7428883","3f8fddd3-f75d-4d55-8622-c998930adc92",,"0","0","0","0","0","0","0","0","2026-01-10 12:02:52","2026-01-10 12:02:52"
"f6414683-dd3e-4e1b-9fb2-bf548f678fd9","be9dc891-8287-4cbd-9093-b658cae87d07",,"0","0","0","0","0","0","0","1","2026-01-10 12:02:52","2026-01-10 12:02:52"
"be7b2483-6c74-44ec-bf75-f4819e947520","20eb604e-6144-4ec8-9dfc-e504cfc576ea",,"0","0","0","0","0","0","0","1","2026-01-10 12:02:52","2026-01-10 12:02:52"
"e1634ccb-2fdf-46f3-96aa-4f804657d893","945cd8b9-47c7-4093-b0ea-4531c6ced200",,"0","0","0","0","0","0","0","1","2026-01-10 12:02:52","2026-01-10 12:02:52"
"f5c67191-b472-42f5-8afe-6ae799fb1b96","23483a03-aa1e-4e9e-862e-23a723901474",,"0","697","983","0","0","0","0","0","2026-01-10 12:02:52","2026-01-10 12:02:52"
"65cb38a4-8683-4041-8349-8b12f68fdeec","70628840-212f-4377-8b18-8aa145bc292a",,"0","3000","4400","0","0","0","0","0","2026-01-10 12:02:52","2026-01-10 12:02:52"
"7f2212e9-0e84-419e-8b3e-f2ec8daf28c0","6855aba8-d2c9-4cd6-aa86-bed08d0acfc8",,"0","323",,"0","0","0","0","0","2026-01-10 12:02:52","2026-01-10 12:02:52"
"69a28e43-4953-4e87-adf7-7d08e890ea67","9bb91606-f058-4164-bcaa-87892da94227",,"0",,,"0","0","0","0","0","2026-01-10 12:02:52","2026-01-10 12:02:52"
"63a1f58a-9411-4fe0-b0c2-9d3c3e2ebdf7","5f399d54-407c-4b4a-98c7-aef9ad1600c6",,"0","0","0","0","0","0","0","0","2026-01-10 12:02:52","2026-01-10 12:02:52"
"22a97839-f05c-4f1a-b67d-6f3e12ba3279","489d88bf-1f8d-4de9-b7f1-a863268d3126",,"0","0","0","0","0","0","0","0","2026-01-10 12:02:52","2026-01-10 12:02:52"
"bc7564d7-e2e1-4520-acab-b03725d5d50e","f1ce23fc-d9bd-4514-83be-543b30357cb1",,"0","0","0","0","0","0","0","0","2026-01-10 12:02:52","2026-01-10 12:02:52"
"9968e79b-74f7-45b2-a1fe-e35593a80e27","4af9efb4-507c-4d83-bac1-bfcb915174a4",,"0","0","0","0","0","0","0","0","2026-01-10 12:02:52","2026-01-10 12:02:52"
"99f3e62a-365e-4aad-8615-1cf6621e9915","38561e9f-265f-4bd5-9e6f-4d4c001fab1e",,"0","0","0","0","0","0","0","0","2026-01-10 12:02:52","2026-01-10 12:02:52"
"a636e47d-14bb-4d3e-9df2-216a13cf75ea","fb0b305f-4c8f-43af-acc7-5619797e05a7",,"0","0","0","0","0","0","0","0","2026-01-10 12:02:52","2026-01-10 12:02:52"
"dec8d4fd-9121-4e1e-8be1-6a34e624f5f1","fbb1242f-32be-4c01-b085-b98486a13802",,"0","0","0","0","0","0","0","0","2026-01-10 12:02:52","2026-01-10 12:02:52"
"158dc526-8393-4a9f-b5ff-c0fe29c5aae9","bb624860-ff6d-416a-bd40-2458aeefed6c",,"0","0","0","0","0","0","0","0","2026-01-10 12:02:52","2026-01-10 12:02:52"
"3f366a20-7263-4eea-8b4d-26ed4716e9cf","d93c950c-ab6f-4a07-b92b-33b89adc419b",,"0","0","0","0","0","0","0","0","2026-01-10 12:02:52","2026-01-10 12:02:52"
"d9df3935-5de2-44ab-9468-d3f5b32cc940","12c8ab8c-e4fd-4910-8bce-ef630b9e6491",,"0","0","0","0","0","0","0","0","2026-01-10 12:02:52","2026-01-10 12:02:52"
"07ed6155-bf32-4689-a15b-ddfefe1ef0d9","64afff51-8b14-4193-a750-6c03763a23b4",,"0","0","0","0","0","0","0","0","2026-01-10 12:02:52","2026-01-10 12:02:52"
"b9ddf989-2eb0-4169-baaf-d9445fa8c204","3431dd32-d63e-4fce-8a7b-488a02dadf73",,"0","0","0","0","0","0","0","0","2026-01-10 12:02:52","2026-01-10 12:02:52"
"28d64bb8-3674-4cfe-943e-aed8d31b759d","c6444da3-7bf0-44e7-a219-85d4e84bded4",,"0","0","0","0","0","0","0","0","2026-01-10 12:02:52","2026-01-10 12:02:52"
"79fb9378-eb5b-404d-9c18-bff43c517ef8","b702b30c-ea16-4a5b-8d78-13f8c41c51d3",,"0","0","0","0","0","0","0","0","2026-01-10 12:02:52","2026-01-10 12:02:52"
"578b088d-5804-410d-8ad6-c6f704b4eeb5","7d07fbd9-d1a5-4820-8ff8-c1120ea6ff06",,"0","0","0","0","0","0","0","0","2026-01-10 12:02:52","2026-01-10 12:02:52"
"5c973dfd-ba7a-47a7-abde-706d1bc42efb","0b66ede6-6a9d-4dc1-a71e-d4ac5db22f6f",,"0","0","0","0","0","0","0","0","2026-01-10 12:02:52","2026-01-10 12:02:52"
"a52a863a-bc72-452b-bea1-afe1e64dc7a5","606a879b-da69-4f28-bb62-7d6928c5bfda",,"0","0","0","0","0","0","0","0","2026-01-10 12:02:52","2026-01-10 12:02:52"
"d571bbf5-e56b-4b90-9067-ba4d2f9d5fa9","51de79ee-7094-4b9e-8fd8-36c14770b17d",,"0","0","0","0","0","0","0","0","2026-01-10 12:02:52","2026-01-10 12:02:52"
"9e7c0eb2-5c6c-4e8f-aea8-f6bef56fed75","1fac6fce-3ca3-41c6-a470-541370486496",,"0","0","0","0","0","0","0","0","2026-01-10 12:02:52","2026-01-10 12:02:52"
"9fe16c87-e515-46f9-9c07-1ed0a1d73e58","7ead3192-9970-4ca4-9492-1e653cba5c40",,"0","0","0","0","0","0","0","0","2026-01-10 12:02:52","2026-01-10 12:02:52"
"6a3191f7-662e-4e15-b2fb-55e4cd8030e1","b369aafb-788d-48c2-a292-1227e246c5e2",,"0","0","0","0","0","0","0","0","2026-01-10 12:02:52","2026-01-10 12:02:52"
"cdcaff21-8b45-4bd1-8a25-73e781f8579d","4aafb50c-8cb6-4610-9232-89902077d0a3",,"0","0","0","0","0","0","0","0","2026-01-10 12:02:52","2026-01-10 12:02:52"
"092ed9e7-ed64-4446-9a95-2cffc8ab18a9","30a2d954-c1e6-4ca8-8b82-c27241094307",,"0","0","0","0","0","0","0","0","2026-01-10 12:02:52","2026-01-10 12:02:52"
"15532d6e-aca3-4bae-9a32-6b2829bfd38e","490c8da9-056b-42c8-953b-790ae0d96980",,"0","0","0","0","0","0","0","0","2026-01-10 12:02:52","2026-01-10 12:02:52"
"fc85cdf4-0fe7-4d08-8b96-2f645a01248c","e75e0dd4-68dc-4253-ba10-c66dbc68af66",,"0","0","0","0","0","0","0","0","2026-01-10 12:02:52","2026-01-10 12:02:52"
"965b8fb2-9692-475a-9cc1-0fbe82d599cb","3ab4cfd1-65bf-4466-b000-fa986136cf8a",,"0","0","0","0","0","0","0","0","2026-01-10 12:02:52","2026-01-10 12:02:52"
"41ec8184-40e4-4e07-8aa7-fe2332d85b21","52e386d0-16ce-48fa-91c9-75e6dc633959",,"0","0","0","0","0","0","0","0","2026-01-10 12:02:52","2026-01-10 12:02:52"
